EMR Concept Fully Specified Name,EMR Concept short name,EMR Concept UUID,EMR Concept ID,EMR concept Data Type,EMR Options (Answers),EMR Form Name,EMR Form UUID
S80- Dislocation of patella,,5ff558eb-f90c-474a-bf3f-ed6ef2dbcb0a,13499,N/A,,,
S80- Dislocation of knee,,2f297ce2-8c37-48bf-9f4f-e5d906c16b79,13500,N/A,,,
S80- Injury (Injury of Achilles tendon),,7565223a-94f4-4436-86db-bdc149034eaf,13501,N/A,,,
S80- Injury (Unspecified injury of lower leg),,18cddc3a-4089-41a7-896f-c525512ff1ab,13502,N/A,,,
S90- Injury (Superficial injury of ankle and foot),,5cde68a7-4962-46e9-9b4b-5335cd506be4,13503,N/A,,,
"S90- Fracture (Fracture of foot, unspecified)",,c819d884-c99f-4296-8fa5-7b0b86f24d7b,13504,N/A,,,
S90- Dislocation (Dislocation of ankle joint),,a422cbc6-dea6-4d99-b486-fcc9e9608df9,13505,N/A,,,
S90- Injury (Unspecified injury of ankle and foot),,66186c95-2cd2-4527-84a9-6ffe4ad6fcbf,13506,N/A,,,
T00- Fracture (Fractures involving multiple body regions),,97f2f443-e53a-45de-af62-2678e6d3c377,13507,N/A,,,
T00- Fracture (Fractures involving head with neck),,9aab0afd-1ed8-4cac-8a3a-fec7d86bb2f5,13508,N/A,,,
T00- Fracture (Fractures involving other combinations of body regions),,918ae82c-0b76-4066-a0d9-4827ed7df634,13509,N/A,,,
"T00- Fracture (Multiple fractures, unspecified)",,37ba35ea-abf9-4cd9-a1a0-f606331b4e82,13510,N/A,,,
"T00- Dislocation (Multiple dislocations, sprains and strains, unspecified)",,e215f15a-dd9b-447e-8f13-190e2c17443f,13511,N/A,,,
"T00- Multiple crushing injuries, unspecified",,42f5bbe4-a017-4b53-94bd-08c7dfe7d105,13512,N/A,,,
"T08- Fracture (Fracture of upper limb, level unspecified)",,f5d47efb-231c-4f93-a8e7-3b56cd334799,13513,N/A,,,
"T08- Fracture (Fracture of lower limb, level unspecified)",,1a76ab9f-6ad0-40a8-a86d-57be87e725e7,13514,N/A,,,
T08- Contusion (Superficial injury of unspecified body region),,28124b31-4540-4540-81c2-7c8227dace52,13515,N/A,,,
T08- Open wound (Open wound of unspecified body region),,eaf96b0a-7df2-4d6f-b86a-3de870e87bab,13516,N/A,,,
T08- Fracture (Fracture of unspecified body region),,03a7138f-93b4-4789-9f81-df7d255c6550,13517,N/A,,,
"T08- Dislocation (Dislocation, sprain and strain of unspecified body region)",,7c657908-86b6-41ef-bf34-5ded77484e5c,13518,N/A,,,
T08- Injury (Injury of blood vessel(s) of unspecified body region),,6a1090ee-daa7-4ce4-8163-985ce1ba569b,13519,N/A,,,
T08- Injury (Injury of muscles and tendons of unspecified body region),,ef9cc5f4-6f48-4a3e-9f21-59027138bc50,13520,N/A,,,
"T08- Injury (Injury, unspecified)",,f36aae67-5905-4ee7-b61d-c784c6c77391,13521,N/A,,,
"T08- Suicide (Injury, unspecified)",,61868acd-88f5-4f94-8f0f-bf69385db767,13522,N/A,,,
T15- Foreign Body (Foreign body in ear),,4ef54ac8-2088-43b4-95c9-c417bd4600fe,13523,N/A,,,
T15- Foreign Body (Foreign body in nostril),,aa8bc426-7766-42f1-8bbc-e95abffdd2ad,13524,N/A,,,
T15- Foreign Body (Foreign body in oesophagus),,f7e66a25-6bd0-4709-a2da-64d332314f5f,13525,N/A,,,
T20- Burn (Burn of unspecified degree of head and neck),,1c8d5b06-b550-4625-8a8d-49c63cb134e5,13526,N/A,,,
"T20- Burn (Burn of unspecified degree of shoulder and upper limb, except wrist and hand)",,a0ce8913-482a-4c42-84e2-8cc94b47aab3,13527,N/A,,,
T20- Burn (Burn of unspecified degree of wrist and hand),,e3b5a90e-3e49-4a54-948d-a9251e3c3c3a,13528,N/A,,,
"T20- Burn (Burn of unspecified degree of hip and lower limb, except ankle and foot)",,4202afd4-c856-4aad-89f4-15c87292f7a4,13529,N/A,,,
T20- Burn (Burn of unspecified degree of ankle and foot),,e2e5b059-73e6-444e-bbf0-64b42bf28cf6,13530,N/A,,,
T26- Burn (Burn of eyelid and periocular area),,f94543ae-6537-4954-a9c5-39cdf1fa230c,13531,N/A,,,
T26- Burn And Corrosion (Burn of larynx and trachea),,0a1a6ddb-24e9-4731-87c3-910f4eed9cd1,13532,N/A,,,
T26- Burn (Burn of other and unspecified internal organs),,59874b38-7c3f-488a-9315-9f5bdb2476de,13533,N/A,,,
T29- Burn (Burns and corrosions of multiple body regions),,0a54fae4-6f13-4f60-9258-8de9b69cb19f,13534,N/A,,,
"T29- Burn (Burns of multiple regions, unspecified degree)",,1a4fa141-3972-4f3d-b994-fc727ce26a3c,13535,N/A,,,
"T29- Burn And Corrosion (Burn and corrosion, body region unspecified)",,9f2a6fda-5c48-413b-9395-b815f87406da,13536,N/A,,,
"T29- Burn (Burn of unspecified body region, unspecified degree)",,c1167fc1-a1bb-4db1-8bd8-1944d0a3ff6f,13537,N/A,,,
"T29- Corrosion (Corrosion of unspecified body region, unspecified degree)",,892fabdf-b8a2-4a57-8f6b-38c2f519a3fd,13538,N/A,,,
T29- Burn (Burns involving less than 10% of body surface),,4a04e642-821f-44e6-a0d6-6b8fb93d497a,13539,N/A,,,
"T36- Poisoning (Poisoning: Other and unspecified drugs, medicaments and biological substances)",,6959b108-6ccd-40db-9fb5-205a7a593891,13540,N/A,,,
T51- Toxic effect of alcohol,,88319462-6b1a-46a0-b11c-dc24f4e4dcb3,13541,N/A,,,
T51- Toxic effect of carbon monoxide,,224ce498-df79-49f4-95dc-ea3e04a82512,13542,N/A,,,
T51- Toxic effect: Snake venom,,396e6de0-ccb6-4a76-ad66-f0acbdad2297,13543,N/A,,,
T51- Toxic effect: Toxic effect of other specified substances,,f783903b-2a70-4b1d-8d83-0cf1d56ade41,13544,N/A,,,
T66- Hypothermia,,5b1e9f9c-8a68-44e6-9125-9f5f96bca0d5,13545,N/A,,,
T66- Asphyxiation,,ae5778ee-38c8-48fd-acf8-013e075f381c,13546,N/A,,,
T66- Effects of hunger,,a1d1f3d6-4877-4975-bd14-684791e95a4b,13547,N/A,,,
T66- Effects of thirst,,418a78d7-ed24-400d-a4d4-b2939c6451a7,13548,N/A,,,
"T66- Effect of deprivation, unspecified",,f22e7465-2068-4511-a4dc-2ff7f8923615,13549,N/A,,,
T66- Maltreatment syndromes,,5500b299-8138-408b-842c-babd866f0b75,13550,N/A,,,
T66- Neglect or abandonment,,c76e780d-bfc0-4d52-ac25-2ea740b581ac,13551,N/A,,,
T66- Physical abuse,,2cc61b3e-6a5e-41cd-aa59-2053d8a0a4e1,13552,N/A,,,
T66- Sexual abuse,,c4394a9b-fbaf-42be-a0e8-ebb50df8c531,13553,N/A,,,
T66- Effects of other external causes,,d5488ed9-84fa-4f0a-b2a1-2fdd692c09ed,13554,N/A,,,
T66- Drowning and nonfatal submersion,,6b320d40-8eee-43bd-9d7a-991807112b02,13555,N/A,,,
T66- Motion Sickness,,91c902b0-e445-4483-b894-ccbc475b9b06,13556,N/A,,,
T66- Effects of electric current,,4d3d219d-31f5-4a32-a708-254c88756939,13557,N/A,,,
"T66- Anaphylactic shock, unspecified",,11cddd2c-1886-44e6-98fb-06669844f69e,13558,N/A,,,
"T66- Allergy (Allergy, unspecified)",,4a102e0b-2c79-48e8-8611-0a508e459323,13559,N/A,,,
"T79- Certain early complications of trauma, not elsewhere classified",,75484585-acc2-4348-bf8d-928bf981456c,13560,N/A,,,
"T79- Post-traumatic wound infection, not elsewhere classified",,46b41e20-1368-4d1d-b87c-9bb28a2c5bf0,13561,N/A,,,
T79- Traumatic shock,,bddcf5f6-b98b-4420-9117-7736a42100d8,13562,N/A,,,
"T80- Complications following infusion, transfusion and therapeutic injection",,9476c72d-cb67-4154-b1e5-e552e6717c69,13563,N/A,,,
T80- ABO incompatibility reaction,,29f8aa8b-9034-4221-93c7-3b3888150209,13564,N/A,,,
T80- Rh incompatibility reaction,,497e5f31-f1e4-4c0d-a048-4041617b32ab,13565,N/A,,,
T80- Anaphylactic shock due to serum,,92cb7134-d176-4f41-89b7-9ed617fe2749,13566,N/A,,,
"T80- Unspecified complication following infusion, transfusion and therapeutic injection",,c1cbb7d1-8c87-4170-9da0-ea0f0c3f6056,13567,N/A,,,
"T80- Complications of procedures, not elsewhere classified",,b6edd739-a9ff-4e83-83be-5791e020f9ad,13568,N/A,,,
"T80- Haemorrhage and haematoma complicating a procedure, not elsewhere classified",,2a33ca89-f9c0-49e7-8e9c-c47718447fcc,13569,N/A,,,
"T80- Shock during or resulting from a procedure, not elsewhere classified",,d3d02741-104c-43f9-beb7-f4320965122d,13570,N/A,,,
"T80- Disruption of operation wound, not elsewhere classified",,89fb7c65-678f-4364-9c10-393f32c94c3f,13571,N/A,,,
"T80- Infection following a procedure, not elsewhere classified",,33a4d442-0f52-49f4-b5fe-619b2f0e413d,13572,N/A,,,
T80- Foreign body accidentally left in body cavity or operation wound following a procedure,,372a035d-ff99-48d7-ac8b-db7918e80242,13573,N/A,,,
T80- Unspecified complication of procedure,,cef81a47-6559-49a9-ac9b-36b318c0a16b,13574,N/A,,,
T80- Neuroma (Neuroma of amputation stump),,8ada86aa-3b6f-4d58-a780-d42a8310e55a,13575,N/A,,,
T80- Necrosis Of Amputation Stump,,e76c4e7c-441f-431a-acd3-24d324d4935e,13576,N/A,,,
"Injury, Poison, External",,0072ef53-b4ff-42a5-a44b-765908cb71da,13577,N/A,,,
V80- Road traffic accident (Person injured in unspecified vehicle accident),,5c8c80c0-35c2-49d4-bfec-16e2a77ae503,13578,N/A,,,
W00- Fall Accident (Other fall from one level to another),,e0094962-3dea-4fbf-9cb4-56c80c965d17,13579,N/A,,,
W00- Unspecified fall,,28634f9b-3b49-4f64-9565-d901df6c7916,13580,N/A,,,
W20- Foreign Body (Foreign body or object entering through skin),,182081a4-ec39-4467-bef5-3275b3423610,13581,N/A,,,
"W50- Injury (Hit, struck, kicked, twisted, bitten or scratched by another person)",,56c41ee9-bb75-4b79-afde-9dbab4e58bfb,13582,N/A,,,
W50- Animal Bite (Bitten or struck by other mammals),,38a24a7a-36a1-4690-9a65-2ae8a7a173f3,13583,N/A,,,
W50- Insect Bite (Bitten or stung by nonvenomous insect and other nonvenomous arthropods),,5412b660-969e-4ea4-a2fa-1c428c6f0b31,13584,N/A,,,
W50- Snake bite (Bitten or crushed by other reptiles),,bbee1f3c-8bb4-4537-807b-6fe64f570b5d,13585,N/A,,,
"X60- Poisoning (Intentional self-poisoning by and exposure to other, unspecified drugs, medicaments, biological substances)",,75599304-0712-4a94-bb24-126f523c87d1,13586,N/A,,,
X85- Assault (Assault by corrosive substance),,4b04cb7f-a58d-4b25-b055-df4ceb9e1874,13587,N/A,,,
Y83- Amputation (Amputation of limb(s)),,04810bae-f73e-4b86-a291-7c58b74a6a7b,13588,N/A,,,
"Y83- Surgical procedure, unspecified",,6e40d22d-c5d7-4e4a-8f4e-948799adc438,13589,N/A,,,
Y83- Kidney dialysis,,f05016aa-f6d3-473f-82cd-27c0f5b13512,13590,N/A,,,
Y83- Radiological procedure and radiotherapy,,0addec8e-6b93-4827-9f0a-d9127624fe55,13591,N/A,,,
Y83- Shock therapy,,e073731a-c12b-4d09-84da-c13b2a8abb1b,13592,N/A,,,
Y83- Aspiration of fluid,,19512d9d-a768-45d7-afd8-84c847fb47fa,13593,N/A,,,
Y83- Urinary catheterization,,83aadd96-3a7b-4936-96b1-b0a0dcd056f5,13594,N/A,,,
Y83- Blood-sampling,,8187ff19-4362-44f9-86e9-eb15bb8e1255,13595,N/A,,,
Y83- Other medical procedure (Other medical procedures),,ac51ca50-561c-4a1b-9631-97ba92496902,13596,N/A,,,
"Y83- Medical procedure, unspecified",,fe4a3bd1-96fc-4c7e-93c2-5bf232338b85,13597,N/A,,,
Y85- Sequelae of transport accidents,,e8433056-b82a-48c8-a3f5-32f314b8f9d6,13598,N/A,,,
Y85- Sequelae of intentional self-harm,,5c033410-d87f-41e5-96ed-e7b3015c4e63,13599,N/A,,,
Y85- Sequelae of assault,,629aaf0b-b6bd-4b9f-800c-17010e6a37c4,13600,N/A,,,
Y85- Sequelae of other external causes,,5b84bb4d-1461-45c6-bf14-5362745b5703,13601,N/A,,,
Y85- Sequelae of war operations,,df659251-d97c-4eca-8c5d-8098cedafb46,13602,N/A,,,
Y90- Alcohol Intoxication (Moderate alcohol intoxication),,79ff7766-1390-464a-8319-7ecf4ff03608,13603,N/A,,,
Y90- Alcohol Intoxication (Severe alcohol intoxication),,b755c64b-7989-4590-a56a-d861a8804314,13604,N/A,,,
"Y90- Alcohol (Alcohol involvement, not otherwise specified)",,e85517ab-730f-4256-8bce-0ef66b1ed02b,13605,N/A,,,
"External Causes, Morbidity",,a19eb9d8-28cc-11eb-adc1-0242ac120002,13606,N/A,,,
"Z00- Examination, Encounter (General medical examination)",,3cad46a0-f89f-46af-a5b0-d4c1c9087969,13607,N/A,,,
Z00- Examination And Encounter (Routine child health examination),,d5e92d36-fc9c-4642-a63a-e62313db5022,13608,N/A,,,
"Z00- Examination And Encounter (General psychiatric examination, not elsewhere classified)",,d78631aa-8a04-4cdd-8ed9-2e3c236e91dd,13609,N/A,,,
Z00- Examination And Encounter (Examination of potential donor of organ and tissue),,5b6757e3-fdc8-4f82-a841-73efd389fcfa,13610,N/A,,,
Z00- Examination And Encounter (Examination of eyes and vision),,a42db1e9-0f9e-45a2-a8ad-13c557c2c4a4,13611,N/A,,,
Z00- Examination And Encounter (Examination of ears and hearing),,2c048263-8fdb-4183-a267-058528a4ea92,13612,N/A,,,
"Z00- Examination, Encounter (Dental examination)",,fdcbefbf-80e0-42b3-a0f7-3ca10adf8de5,13613,N/A,,,
"Z00- Examination, Encounter (Gynaecological examination (general)(routine))",,e1872be4-f69b-4e1c-8371-c8a3e92da598,13614,N/A,,,
"Z00- Examination And Encounter (Radiological examination, not elsewhere classified)",,8df7944b-2035-4f7c-8740-48c8b20c48ec,13615,N/A,,,
"Z00- Examination, Encounter (Laboratory examination)",,c9068447-36ac-4de7-9b27-08ec3b8ba52b,13616,N/A,,,
"Z00- Examination And Encounter (Special examination, unspecified)",,0089f9c3-745c-4748-b7da-af8754ff0fc7,13617,N/A,,,
"Z00- Examination, Encounter (Examination for driving licence)",,565eea79-94c2-4fb6-99c9-562db512da8d,13618,N/A,,,
"Z00- Examination, Encounter (Examination for insurance purposes)",,3ffc147f-b466-4c86-b0f7-2ba2d4ab2632,13619,N/A,,,
"Z00- Examination, Encounter (Issue of medical certificate)",,1bbb3193-e4cd-4ca0-bcbf-2f565e7ab9eb,13620,N/A,,,
Z00- Examination And Encounter (Other examinations for administrative purposes),,5facd4e4-f783-4a8c-aecc-c00dbbd8ae7a,13621,N/A,,,
"Z00- Examination And Encounter (Examination for administrative purposes, unspecified)",,e81d1a53-aa62-45c9-9d89-13b5be3e1d73,13622,N/A,,,
Z00- Observation for suspected tuberculosis,,f9c4080e-b144-48cb-86b0-7aa038971a20,13623,N/A,,,
"Z00- Examination, Encounter (Examination and observation for other specified reasons)",,feb21ff1-95bd-4745-8795-fe4d86bda1c6,13624,N/A,,,
Z00- Examination And Encounter (Routine general health check-up of defined subpopulation),,cbbe9b0b-622f-452d-a2f1-af71c55842f1,13625,N/A,,,
Z00- Examination And Encounter (Occupational health examination),,fc4fb68b-8364-4347-b8ba-74c7a9324fe9,13626,N/A,,,
Z00- Special screening examination for infections with a predominantly sexual mode of transmission,,96f58e08-ba6a-498e-af86-f70c9f08ce5e,13627,N/A,,,
Z00- Special screening examination for human immunodeficiency virus [HIV],,633b1a1b-1756-4eb4-8389-7b0e3a1c66a6,13628,N/A,,,
Z00- Special screening examination for neoplasms,,1ef1d3df-6ab4-45ac-b58b-683b5cdd80c9,13629,N/A,,,
Z00- Special screening examination for neoplasm of cervix,,548aed8d-6e3b-4863-aa71-728fc587cd8a,13630,N/A,,,
Z00- Special screening examination for diabetes mellitus,,d8f748db-4d35-4967-aeda-314954d21e0c,13631,N/A,,,
"Z00- Special screening examination, unspecified",,878aa58a-62cb-4054-aa2b-627a76d1d2b3,13632,N/A,,,
Z20- Contact with and exposure to communicable diseases,,4445ff17-def9-4e65-a2c7-83c4bc75978f,13633,N/A,,,
Z20- Contact with and exposure to tuberculosis,,e03251e1-fa5a-4031-8162-f0c573214d51,13634,N/A,,,
Z20- Contact with and exposure to infections with a predominantly sexual mode of transmission,,c45b1c79-bf90-4be5-a68a-8a2feed5273e,13635,N/A,,,
Z20- Contact with and exposure to rabies,,e05174aa-80c7-4d60-8c8a-e0c3871a2cd8,13636,N/A,,,
Z20- HIV (Contact with and exposure to human immunodeficiency virus [HIV]),,3011bf84-88f5-4ec6-83cc-d12983e52471,13637,N/A,,,
Z20- Contact with and exposure to other communicable diseases,,63291f1e-42c6-45c6-a502-dbc4ebc6e33c,13638,N/A,,,
Z20- HIV (Asymptomatic human immunodeficiency virus [HIV] infection status),,279b0c27-80d9-4910-93be-de7d1440cce3,13639,N/A,,,
Z20- Carrier of infectious disease,,65f3602d-4d05-404b-aa39-13e3b2dc97dd,13640,N/A,,,
Z20- Immunization (against single viral diseases),,83ba0bb8-be45-4d6f-8f62-50f2653e8265,13641,N/A,,,
Z20- Immunization (against poliomyelitis),,52abaf01-8a5d-4428-9b2c-5ed3efc2c0d7,13642,N/A,,,
Z20- Immunization (against yellow fever),,93f2ccdf-f42a-412e-a8d3-738d87076ece,13643,N/A,,,
Z20- Immunization (against DTP + polio),,48ce5bd5-c6a4-499a-8509-8ce2a70c233f,13644,N/A,,,
Z20- Immunization Not Carried Out,,efb9c7f4-e365-4d1e-ad5d-4f83863b676b,13645,N/A,,,
Z20- Isolation,,855a3946-10bc-4240-8593-3630f57856bd,13646,N/A,,,
Z20- Chemotherapy (other prophylactic chemotherapy),,c6dcbd66-7393-44f6-b9ed-402414e0efcd,13647,N/A,,,
Z30- Family Planning Service (General counselling and advice on contraception),,ebf89315-674e-40f1-aaa7-dd274ebdc8e7,13648,N/A,,,
Z30- Family Planning Service (Insertion of (intrauterine) contraceptive device),,914c4a6d-e784-4d65-8cd1-7c3b7ed4a318,13649,N/A,,,
Z30- Sterilization,,34d8d92a-5616-417e-88fa-4d587bd52e43,13650,N/A,,,
Z30- Contraceptive Drugs (Surveillance of contraceptive drugs),,c0d4f7b6-5d10-4816-9c44-a0344291ba80,13651,N/A,,,
Z30- Contraceptive Management (Other contraceptive management),,407f7243-bdb0-46d3-ab3b-8ee5b344e79c,13652,N/A,,,
"Z30- Family Planning Service (Contraceptive management, unspecified)",,d613d77b-c2fc-440e-b8fe-2d1fede902c2,13653,N/A,,,
Z30- Artificial Insemination,,dae64776-990a-4874-bf31-ba0928b70343,13654,N/A,,,
Z30- In Vitro Fertilization,,82048e70-e8eb-40e4-90e3-2bc58ff7941a,13655,N/A,,,
Z30- Counselling (Genetic counselling),,fd511965-b007-4007-9e88-f097ed201a6c,13656,N/A,,,
Z30- Pregnancy (Pregnancy examination and test),,ddece84e-aef6-4f7e-bfe3-41a89bd347e0,13657,N/A,,,
"Z30- Pregnancy (Pregnancy, not (yet) confirmed)",,c918ec97-d641-4330-adef-60a1ce09412d,13658,N/A,,,
Z30- Pregnancy (Pregnancy confirmed),,7550ec49-058a-4541-b2d1-810934a63dd1,13659,N/A,,,
"Z30- Pregnancy (Pregnant state, incidental)",,abfc48ae-e97d-431e-a036-2d6220d27c68,13660,N/A,,,
Z30- Antenatal Care (Supervision of normal pregnancy),,59207790-f9d1-4020-b1f8-825475191861,13661,N/A,,,
"Z30- Antenatal Care (Supervision of normal pregnancy, unspecified)",,cb329b8f-5c53-4d5e-b681-fe32749b6a1d,13662,N/A,,,
Z30- Antenatal Care (Supervision of high-risk pregnancy),,3ec380bf-a246-413a-ad0f-ef8c532dbedd,13663,N/A,,,
Z30- ANC (Supervision of pregnancy with history of abortive outcome),,01656fbb-dc65-43b6-811a-2a8765637c84,13664,N/A,,,
Z30- ANC (Supervision of pregnancy with other poor reproductive or obstetric history),,b0f85cff-a207-4a6b-a4ea-27d709e7b926,13665,N/A,,,
Z30- ANC (Supervision of pregnancy with history of insufficient antenatal care),,0e13836a-bbe9-4447-94e2-7f8e1076ea0d,13666,N/A,,,
Z30- ANC (Supervision of pregnancy with grand multiparity),,081b7064-76c1-428b-bf7c-3927ff0998f5,13667,N/A,,,
Z30- ANC (Supervision of elderly primigravida),,e84622a3-0080-4898-b41c-7ff73d71b9db,13668,N/A,,,
Z30- Antenatal Care (Antenatal screening),,d673c71a-abec-4791-8122-531d6a5e5b46,13669,N/A,,,
Z30- ANC (Antenatal screening for malformations using ultrasound and other physical methods),,58487a9c-f6c8-40fd-a33f-2a6e0c894a86,13670,N/A,,,
Z30- ANC (Antenatal screening for isoimmunization),,b70f417c-c083-442f-a380-c5a7b3f06d7a,13671,N/A,,,
Z30- Newborn (Single live birth),,6a3fae8f-b9e6-4f10-beb7-4ec49623f82d,13672,N/A,,,
Z30- Newborn (Single stillbirth),,a5df524c-820f-4b30-82c1-1e54110c45fc,13673,N/A,,,
"Z30- Newborn (Twins, both liveborn)",,9b2ff106-319c-4611-9693-10e847165133,13674,N/A,,,
"Z30- Newborn (Twins, one liveborn and one stillborn)",,98df4f16-9781-4317-bcbf-66dddc7d1a01,13675,N/A,,,
"Z30- Newborn (Twins, both stillborn)",,03b5cba9-010c-448b-b040-07d6128d9213,13676,N/A,,,
"Z30- Multiple Births (Other multiple births, all liveborn)",,c204bba9-5d86-4ba2-87bc-ce497f7ae2c5,13677,N/A,,,
"Z30- Newborn (Outcome of delivery, unspecified)",,22d89765-fc19-4cfc-b174-a92cae23f7cc,13678,N/A,,,
Z30- Postpartum Care (Postpartum Care And Examination),,92acee0e-1747-4923-b3c9-f07edd01f28c,13679,N/A,,,
Z30- Postpartum Care (Care and examination immediately after delivery),,2b01017e-677d-401b-bdd8-ef6a05963b0c,13680,N/A,,,
Z30- Examination And Encounter (Care and examination of lactating mother),,097f75d0-d363-40c9-92a3-c2452332f931,13681,N/A,,,
Z30- Examination And Encounter (Routine postpartum follow-up),,160251a7-0dfe-42a3-b7d1-10493ace9c49,13682,N/A,,,
Z40- Examination And Encounter (Prophylactic surgery),,118fd8b3-dc45-4dda-8358-2f57eb272e5d,13683,N/A,,,
Z40- Surgery (Other prophylactic surgery),,2e60e7ba-5283-4bcb-8737-589c0ff69456,13684,N/A,,,
Z40- Examination And Encounter (Procedures for purposes other than remedying health state),,f1450bbe-3d0c-457d-bcbe-3d374e6d97df,13685,N/A,,,
Z40- Plastic Surgery (Other plastic surgery for unacceptable cosmetic appearance),,eb76b6f3-380a-4939-8696-ef26607037ca,13686,N/A,,,
Z40- Circumcision (Routine and ritual circumcision),,7863b6a8-00d9-47e3-9ea3-49d03f24fd29,13687,N/A,,,
Z40- Examination And Encounter (Follow-up care involving plastic surgery),,24285af6-0fea-4a20-b0df-4f905fd80565,13688,N/A,,,
Z40- Post-operative Care (Attention to artificial openings),,df7c8d15-de68-4917-bd21-38e43faeac21,13689,N/A,,,
Z40- Post-operative Care (Attention to tracheostomy),,6b01a8ef-85f9-4fd8-95b2-3a1c46d9b6fd,13690,N/A,,,
Z40- Post-operative Care (Attention to gastrostomy),,8957daf4-1a92-4620-a850-53c5b6702f02,13691,N/A,,,
Z40- Post-operative Care (Attention to ileostomy),,03c6eafa-cd6f-4228-962e-8cd36963babc,13692,N/A,,,
Z40- Post-operative Care (Attention to colostomy),,6fcdfd67-629d-4d25-be5a-653a4adee9fc,13693,N/A,,,
Z40- Cystostomy (Attention to cystostomy),,2a571815-9a9f-4eac-acb4-006a48a9ca31,13694,N/A,,,
Z40- Artificial Openings (Attention to other artificial openings of urinary tract),,fc343250-0ecd-4367-8bb2-49cf96d61603,13695,N/A,,,
Z40- Artificial Openings (Attention to unspecified artificial opening),,b815a83a-f40c-4677-84ef-7ebb8c71fc4e,13696,N/A,,,
Z40- Fitting And Adjustment (Fitting and adjustment of other external prosthetic devices),,5828a43c-e566-46ee-a366-686606dfbc7c,13697,N/A,,,
Z40- Fitting And Adjustment (Fitting and adjustment of other devices),,08ebe595-a6c1-4db8-a242-6ba888680888,13698,N/A,,,
Z40- Fitting And Adjustment (Fitting and adjustment of spectacles and contact lenses),,b0741511-cc97-485c-bb4a-bfbc7751d489,13699,N/A,,,
Z40- Fitting And Adjustment (Fitting and adjustment of hearing aid),,dc7d1830-2fe1-4b7f-baad-9e0d7362db6d,13700,N/A,,,
Z40- Fitting And Adjustment (Fitting and adjustment of orthopaedic device),,7cd60680-a91b-4e06-8e1d-07bf7776a434,13701,N/A,,,
"Z40- Fitting, Adjustment (Fitting and adjustment of unspecified device)",,0ada0b7b-9738-4c37-b447-66f5cf1b7146,13702,N/A,,,
Z40- Examination And Encounter (Other specified orthopaedic follow-up care),,f9a5479b-6f5e-42e0-bf40-f7c1919965a0,13703,N/A,,,
Z40- Examination And Encounter (Other surgical follow-up care),,bfe836a6-b8aa-403c-9bab-66418d29cf25,13704,N/A,,,
Z40- Post-operative Care (Attention to surgical dressings and sutures),,b71824a4-67d0-434f-a8e8-f009a8dc253e,13705,N/A,,,
"Z40- Surgical follow-up care, unspecified",,4f625be2-55a0-4426-9517-0ba734e02637,13706,N/A,,,
Z40- Dialysis (Care involving dialysis),,3a136aa9-cca7-434f-9a9a-ed656381b6a4,13707,N/A,,,
Z40- Dialysis (Other dialysis),,7a0916e5-59e0-4d0b-bd68-9c8e4af7979e,13708,N/A,,,
